"","Rho","N","P","p.adj","PermPval","Carnivora","Cetacean","Combination","ratio"
"CATIP",0.156281636212801,103,0.0543820530607834,0.257444171484232,0.78416839608657,"5.58","0.2124","2.862","0.5128"
"SLC26A1",-0.0689492983090109,115,0.369327204418923,0.669603196092618,0.784407950392897,"0.2186","0.3114","0.3773","1.212"
"NACA",0.061218717894835,106,0.444456013477813,0.726902441247136,0.78451615818188,"0.7028","3.023","0.208","0.06879"
"AFMID",0.0708892407214467,113,0.360301494911287,0.663489580086083,0.784546967895363,"0.4749","0.5703","0.2198","0.3855"
"LEKR1",0.0925406682357704,118,0.222167934778899,0.532003991761939,0.784576512762925,"0.2137","0.2152","0.2856","1.327"
"ELOVL2",0.0993671308037598,88,0.259007066460493,0.571394067124531,0.784667370041917,"0.2776","0.6443","0.3167","0.4915"
"GLT8D2",-0.0735196224020107,53,0.520050527304795,0.77279172094689,0.784750070745518,"0.283","0.3431","0.3284","0.9571"
"BACH1",-0.114550935582592,100,0.164833786016168,0.458894867136361,0.78479261273687,"0.2196","1.309","0.6098","0.4659"
"RAB17",0.0755345782276906,102,0.354864127773518,0.658493538733772,0.784814780770291,"9.68","3.315","0.3678","0.038"
"ANLN",-0.042116041278171,126,0.565681798371561,0.79912325076274,0.784962018889546,"0.1907","0.8424","0.2455","0.2914"
"TMEM217",-0.066962297114041,96,0.42648529384267,0.713953151645023,0.785034807260611,"0.4347","0.688","0.2148","0.3122"
"ZNF835",-0.0769519207089331,88,0.382052911494003,0.678469631158347,0.785050351761281,"0.4053","0.7309","2.567","3.512"
"PITX3",-0.157645396399378,40,0.233669161283474,0.546467860642031,0.785082603541244,"0.6857","0.3407","0.7968","1.162"
"NUDT22",0.104674435694871,95,0.21629153939138,0.524917780793748,0.785183752595928,"5.359","0.2674","0.8403","0.1568"
"SAMD14",-0.0495579729419541,83,0.584830088418195,0.809922748807942,0.7853028670146,"0.231","0.2383","0.2301","0.9653"
"KIAA0895L",-0.0712825776970116,87,0.420818972607367,0.709622759412545,0.785467384968386,"23.68","1.944","0.4432","0.01872"
"TEX50",0.0304236371887263,94,0.72076415506476,0.88347551347951,0.785494713283426,"0.5094","0.3322","0.2226","0.437"
"KDM1B",0.113206134178448,91,0.19081622546539,0.492520143786486,0.785564156238987,"32.75","0.4587","1.02","0.03115"
"NSUN3",-0.053402745867427,87,0.546453801078589,0.789925403970651,0.785656716888809,"0.2794","0.3019","0.4359","1.444"
"ASB4",0.0312159038867552,65,0.761488853486521,0.902071221835781,0.785719944686123,"0.3051","0.257","0.2765","0.9062"
"ARHGAP25",0.0870220442075731,116,0.255101189765229,0.56779587442771,0.785766299785251,"0.2276","0.233","0.2745","1.178"
"FUT9",-0.211389451929517,46,0.0857662940776323,0.326481957530351,0.785807030083615,"3.393","0.3393","0.768","0.2263"
"AQP11",0.0551915157371345,82,0.545389107968771,0.789693139127744,0.785845629058478,"3.347","5.611","0.2794","0.0498"
"CCM2L",0.11115773475892,72,0.254598598156495,0.56779587442771,0.785857195618037,"0.2897","1.065","0.3476","0.3264"
"ADM",-0.025933694153702,69,0.794832993628235,0.9186179327918,0.785923644748449,"0.2584","0.3669","0.2725","0.7426"
"TNS1",0.105094441840577,125,0.153407577673449,0.444158801973398,0.785937232768941,"0.3315","0.2159","0.4618","1.393"
"TBC1D16",0.0915023998795987,92,0.287650991129749,0.599543877314972,0.785962562269925,"0.3499","0.2646","0.2734","0.7815"
"HDDC2",0.0739840748962595,79,0.426472295507772,0.713953151645023,0.785980920779759,"1.454","0.4056","0.3845","0.2644"
"UMODL1",0.0893366069238483,123,0.228728645324116,0.540974776129415,0.786010711439437,"153.1","14.89","0.3077","0.002009"
"AMD1",-0.0437631059465752,55,0.696288524574138,0.871264388566111,0.786059911678662,"0.6478","0.2748","0.3929","0.6066"
"SERGEF",0.0512958773981565,111,0.511850293162325,0.767826676009069,0.786071577774683,"0.4642","0.2026","0.3799","0.8183"
"TMEM222",0.0814289358416799,70,0.410756967629678,0.702727866809551,0.786195549530447,"0.863","2.64","0.3053","0.1156"
"GTF2IRD2",0.0818758923236183,116,0.284283432686492,0.597326903804807,0.786228624437715,"46.87","2.734","0.5062","0.0108"
"L3MBTL4",-0.122156818719989,64,0.238665080818217,0.552529324612834,0.786350807612872,"253.9","2.061","1.458","0.005745"
"FOXK1",-0.0537665414625529,71,0.584307468684993,0.80943166257287,0.786415277839176,"0.6536","0.2682","0.3103","0.4747"
"SLC35A5",0.0440601108842254,77,0.640208052897907,0.841666626960964,0.786431570805017,"1.08","0.8521","0.2502","0.2317"
"EMILIN2",-0.0849190190585487,123,0.252573165057555,0.56599701678196,0.78649622900012,"1.937","2.155","0.2433","0.1129"
"CRACR2A",0.15846419411689,118,0.0365784990228034,0.207638403922626,0.786506633178774,"0.7027","6765","2.594","0.0003835"
"LRCH2",-0.211680535582969,82,0.0203845584827421,0.151529262610304,0.78651352188731,"2.611","0.3473","2.724","1.043"
"MAP3K12",-0.00962461427945915,69,0.923117891853722,0.971273237893694,0.786514040651764,"0.2537","0.4063","0.2683","0.6602"
"ACADSB",-0.0651896320491795,101,0.426914140546953,0.713990529122383,0.786591889000551,"0.3137","3.482","0.3334","0.09576"
"NDUFB9",-0.0918583026769807,68,0.360622666781917,0.663960525063558,0.786620979971962,"1.316","0.3648","0.3973","0.3019"
"ABCA12",0.11004192727571,134,0.121498579252904,0.392239920009482,0.786638783988397,"1.813","11139403","0.9233","0.00000008289"
"ACOT9",0.024390121175489,102,0.765134040280125,0.903640848580499,0.786641327030365,"0.211","0.2385","0.2124","0.8907"
"LY96",0.162529703752304,88,0.0648597245361642,0.283031625957764,0.786822914000363,"0.4543","0.2486","0.7156","1.575"
"MBOAT1",-0.00920732758346071,98,0.912013202130667,0.965280486755113,0.786847851040654,"0.2257","0.2618","0.2165","0.827"
"PFKFB1",0.0955789639296465,57,0.38516929130252,0.680841472143377,0.786952171614014,"0.3206","0.7208","0.2987","0.4143"
"FAM237A",-0.0723754619011064,89,0.408294746398843,0.700240909765743,0.786974102097934,"0.4973","0.7655","0.2238","0.2923"
"CENPI",0.0769247660717946,109,0.329742910809115,0.635858363204423,0.787020264803962,"3.23","2.005","0.2614","0.08093"
"PTPN12",0.16353605970958,101,0.046255185413694,0.234691734299655,0.78705260461542,"0.444","0.2147","0.4976","1.121"
"TRARG1",0.0589764078551652,85,0.510442780854409,0.766968016846541,0.787315578223994,"0.23","0.5129","0.2759","0.5379"
"PARD3B",0.0665020000805984,116,0.384468914561763,0.680483188097623,0.787451764339612,"0.3615","0.2176","0.2451","0.6782"
"SYNE2",0.0696474771594779,136,0.323408758107608,0.630758420835579,0.787477016459538,"10714","18295","0.2681","0.00001466"
"BET1L",-0.102380952380952,49,0.389789042503617,0.684562611726114,0.787525843216575,"1.458","0.4773","0.3429","0.2352"
"A2M",-0.0807724239882671,128,0.266781234994074,0.579600080051964,0.787542060732601,"0.7261","22.4","0.2726","0.01217"
"GPR149",-0.0865956804219697,104,0.28406628687963,0.597224659817359,0.787550473405737,"0.2786","1.186","0.243","0.2048"
"RGR",0.06918020370701,102,0.396792680050487,0.691075936889103,0.787692870010182,"2.522","0.3325","0.5778","0.229"
"MAGEH1",0.0361885181937512,59,0.737836810448791,0.891423931101708,0.787717984565243,"0.2996","0.3648","0.2651","0.7268"
"BPIFA3",-0.135135962626762,100,0.101296176360177,0.356678688659215,0.787749630584259,"0.3388","0.3769","0.8608","2.284"
"KLF13",0.0149225436718688,46,0.903461398828286,0.962416301026492,0.787802060419997,"0.3271","0.301","0.318","0.9721"
"PPP6R3",-0.119673098036014,82,0.189806913938569,0.491410534589298,0.788019987507808,"0.4264","0.2357","0.5634","1.321"
"TRPA1",0.0585652165059068,100,0.477619029727653,0.74843266154885,0.788258099204347,"0.2878","NA","0.2418","NA"
"GREB1L",-0.089368343825852,119,0.23641144605061,0.550304742235857,0.788280412334441,"1.402","0.4795","0.2984","0.2129"
"FCGR3A",0.025749508674828,110,0.743089294283298,0.893448023437861,0.788411808787984,"0.4289","0.4346","0.2245","0.5166"
"TRIM17",0.240159169839425,93,0.00501319357462653,0.0675932604369754,0.788476174911867,"8.103","0.5222","9.999","1.234"
"CHRDL2",0.0766758653326584,102,0.347640955264061,0.65073037166965,0.788567595077265,"0.2742","0.2169","0.2445","0.8917"
"ERCC3",0.0144111765845004,90,0.868477659452614,0.950108298338238,0.788656633082909,"0.2566","0.4472","0.2225","0.4974"
"TTF1",0.144945497703302,80,0.116864002383043,0.385071178599204,0.788821194803234,"8.686","0.5843","1.065","0.1226"
"HSPA1L",0.101499742867644,65,0.323678160907016,0.630899576476313,0.788829157931879,"1.645","145.3","0.4436","0.003053"
"CYB561A3",0.138174805435555,105,0.0858617708217078,0.326541899044053,0.788849201655825,"2.296","0.238","0.7284","0.3172"
"ARL2",0.0293344444712944,37,0.831554731210093,0.934524648244992,0.788937872108349,"0.3182","0.3652","0.3391","0.9286"
"PGP",-0.0302226335727753,66,0.76708561635585,0.904591472993172,0.789035886873168,"0.4504","0.3187","0.2694","0.5981"
"DUOX1",0.0251017371209573,104,0.756165301893347,0.899642204999499,0.789104117398546,"0.3155","2430097","0.2649","0.000000109"
"MMP9",0.226028424868784,114,0.00339081278294548,0.0529871953756214,0.789427616451775,"16.79","0.2132","8.365","0.4983"
"RASAL1",0.0813266024119064,121,0.277200404936293,0.59032617143318,0.789460581251556,"1.14","0.3996","0.2461","0.2159"
"CLDN24",0.13766570287712,70,0.164333590730188,0.458518609519091,0.789469453376206,"13.27","1.797","0.866","0.06527"
"CD40LG",0.0962989382787185,68,0.337874848738497,0.643006284148749,0.789469634895539,"3.514","0.463","0.4589","0.1306"
"METTL9",-0.140345893053447,40,0.289022632313469,0.600127244013432,0.789499102271001,"2.305","0.3163","0.661","0.2868"
"TLCD5",0.041815327702585,85,0.640758193339313,0.842168241131638,0.789720873302432,"0.2908","0.407","0.2884","0.7085"
"SAMD4A",0.0353755802328413,74,0.7130955326931,0.879398424369552,0.789794565937707,"0.2478","0.2645","0.2403","0.9086"
"CRHBP",0.0203277728490593,89,0.816346008495854,0.927291842895389,0.78981635209876,"0.2373","0.4162","0.244","0.5863"
"INPP4A",-0.161546771650481,91,0.0619330306354967,0.276640356811789,0.78986683547738,"8.098","0.2664","1.154","0.1425"
"CLRN3",0.0334804614029784,113,0.665705896377375,0.855671032087772,0.789876284493979,"0.216","0.201","0.2107","0.9754"
"PAN2",0.0329686503855531,79,0.72305812692811,0.884334374450719,0.789945817631857,"0.2374","0.2569","0.2344","0.9123"
"GIPR",-0.0849978893085313,106,0.288363410134715,0.599855003170049,0.789991325678309,"0.2793","2.506","0.2784","0.1111"
"B3GNT5",-0.0544493915599803,89,0.533882195491671,0.782240768638852,0.790216779023495,"0.2482","0.3383","0.4988","1.475"
"HRH1",-0.0913578202594394,115,0.234243764425028,0.547481126993615,0.790289416602754,"3.957","1.484","0.3115","0.07873"
"CCDC137",0.141663148847552,106,0.0768052760486006,0.307111920840907,0.790305068770993,"8.891","0.3245","1.386","0.1559"
"RAB11FIP4",0.0247332838668151,90,0.776257667181659,0.908827921905026,0.790348998624318,"0.2941","0.3511","0.2208","0.6288"
"DOCK3",-0.0485067006582404,71,0.621601417221471,0.832646076017928,0.790386470139794,"0.745","0.2546","0.2638","0.3541"
"ARAP1",0.075159684167614,120,0.317308285302348,0.626263041068567,0.790430020153608,"0.1958","0.4024","0.285","0.7083"
"TIMM23B",-0.0287153661502632,49,0.809393077182606,0.924427271038907,0.790454978119709,"0.2998","0.3645","0.3057","0.8388"
"ECEL1",0.0256325689563276,72,0.792776369078966,0.917136655625442,0.790455579267987,"1.297","0.745","0.2432","0.1875"
"MEI4",-0.0545622220222945,108,0.491413118243285,0.756974028708957,0.790486852881214,"1.112","1.172","0.2223","0.1896"
"IFT22",0.192414460721011,73,0.0470252449332852,0.236483329050407,0.790615032218012,"0.7858","0.2606","0.6558","0.8346"
"MMP7",0.193569107818654,108,0.0146456481094357,0.12498842970843,0.790670036805463,"65.63","0.3474","2.683","0.04088"
"SLC40A1",-0.0291340240350468,97,0.727975369324497,0.887131844303182,0.790730508296785,"0.3299","0.3802","0.2137","0.562"
"OR2B11",0.105843959250321,86,0.234731755856496,0.548012165955049,0.790740380067333,"0.2537","NA","0.2766","NA"
"AURKAIP1",0.141632440523752,94,0.0961134671155197,0.346227261196136,0.790754179680323,"1.729","0.2569","1.385","0.8012"
